park_name,経度,緯度,標高,傾斜,傾斜方位
小山田緑地,139.4193591,35.59694428,90.91999817,15.41304779,282
小山田緑地,139.41936,35.59676401,84.41999817,22.78867722,284
小山田緑地,139.419361,35.59658374,80.12000275,7.56221199,303
小山田緑地,139.4193619,35.59640347,80.12000275,6.667037487,99
小山田緑地,139.4193628,35.59622319,84.91999817,19.13528442,154
小山田緑地,139.4193637,35.59604292,88.12000275,11.31748104,143
小山田緑地,139.4193647,35.59586265,90.81999969,5.842701912,111
小山田緑地,139.4193656,35.59568238,93.81999969,12.49567795,114
小山田緑地,139.419577,35.59748586,96.62000275,19.20334816,98
小山田緑地,139.419578,35.59730558,99.12000275,26.30287552,2
小山田緑地,139.4195789,35.59712531,97.41999817,21.28471184,308
小山田緑地,139.4195798,35.59694504,91.01999664,17.26366615,291
小山田緑地,139.4195807,35.59676477,82.91999817,10.82374382,300
小山田緑地,139.4195817,35.5965845,79.31999969,4.731564999,319
小山田緑地,139.4195826,35.59640422,79.81999969,21.18301773,100
小山田緑地,139.4195835,35.59622395,91.01999664,23.61462593,94
小山田緑地,139.4195845,35.59604368,96.72000122,3.454444408,210
小山田緑地,139.4195854,35.59586341,96.91999817,8.12446785,110
小山田緑地,139.4195863,35.59568313,100.3199997,11.93409348,118
小山田緑地,139.4197977,35.59748661,95.22000122,13.25786781,308
小山田緑地,139.4197987,35.59730634,90.91999817,15.05140495,342
小山田緑地,139.4197996,35.59712607,91.22000122,18.68952179,357
小山田緑地,139.4198005,35.5969458,87.62000275,20.22940445,318
小山田緑地,139.4198015,35.59676553,79.81999969,13.43254375,311
小山田緑地,139.4198024,35.59658525,77.31999969,2.006458044,60
小山田緑地,139.4198033,35.59640498,84.12000275,28.42196846,100
小山田緑地,139.4198042,35.59622471,88.62000275,16.64623451,24
小山田緑地,139.4198052,35.59604444,89.51999664,23.91508484,5
小山田緑地,139.4198061,35.59586416,91.51999664,17.98715782,41
小山田緑地,139.419807,35.59568389,97.12000275,21.32680511,64
小山田緑地,139.4200185,35.59748737,92.91999817,12.37904072,318
小山田緑地,139.4200194,35.5973071,86.41999817,18.57810402,309
小山田緑地,139.4200203,35.59712683,83.91999817,21.98821068,341
小山田緑地,139.4200212,35.59694656,79.51999664,19.44202995,323
小山田緑地,139.4200222,35.59676628,77.12000275,2.374979973,334
小山田緑地,139.4200231,35.59658601,77.62000275,8.45211792,116
小山田緑地,139.420024,35.59640574,80.62000275,6.057422161,111
小山田緑地,139.420025,35.59622547,83.01999664,7.969677448,70
小山田緑地,139.4200259,35.59604519,86.81999969,12.92301655,116
小山田緑地,139.4200268,35.59586492,90.31999969,13.42653751,120
小山田緑地,139.4202392,35.59748813,85.51999664,26.02317429,348
小山田緑地,139.4202401,35.59730786,79.51999664,21.03275681,318
小山田緑地,139.420241,35.59712758,78.01999664,6.605162621,345
小山田緑地,139.420242,35.59694731,77.01999664,4.903409004,327
小山田緑地,139.4202429,35.59676704,77.22000122,1.625974417,134
小山田緑地,139.4202438,35.59658677,81.12000275,32.52445984,121
小山田緑地,139.4202447,35.5964065,88.01999664,17.9350605,172
小山田緑地,139.4202457,35.59622622,88.22000122,22.03765869,163
小山田緑地,139.4202466,35.59604595,92.31999969,24.05178261,136
小山田緑地,139.4202475,35.59586568,97.62000275,15.31683064,153
小山田緑地,139.4204608,35.59730861,76.12000275,1.161386371,348
小山田緑地,139.4204618,35.59712834,76.72000122,4.731564522,41
小山田緑地,139.4204627,35.59694807,77.31999969,3.454439402,210
小山田緑地,139.4204636,35.5967678,80.01999664,29.46994209,144
小山田緑地,139.4204645,35.59658752,86.91999817,22.6781826,130
小山田緑地,139.4204655,35.59640725,92.72000122,10.13358307,87
小山田緑地,139.4204664,35.59622698,94.31999969,6.274024487,51
小山田緑地,139.4204673,35.59604671,96.22000122,8.549235344,20
小山田緑地,139.4206834,35.59694882,79.81999969,24.23194504,76
小山田緑地,139.4206843,35.59676855,86.31999969,16.87999153,22
小山田緑地,139.4206853,35.59658828,86.62000275,21.43444824,7
小山田緑地,139.4206862,35.59640801,86.81999969,23.01045036,1
小山田緑地,139.4206871,35.59622774,88.51999664,20.83064651,16
小山田緑地,139.420688,35.59604746,90.22000122,18.80900955,8
小山田緑地,139.4142629,35.60071245,90.91999817,2.275021315,360
小山田緑地,139.414478,35.60179485,92.81999969,8.942873955,306
小山田緑地,139.4144789,35.60161458,92.62000275,0.91845566,298
小山田緑地,139.4144798,35.6014343,91.91999817,0.544935167,239
小山田緑地,139.4144826,35.60089349,91.01999664,6.471260071,337
小山田緑地,139.4144836,35.60071322,91.01999664,2.210985184,297
小山田緑地,139.4144845,35.60053294,89.22000122,4.480744362,198
小山田緑地,139.4144855,35.60035267,89.41999817,19.54517746,154
小山田緑地,139.4144864,35.6001724,91.62000275,21.95088387,197
小山田緑地,139.4146968,35.60215616,94.91999817,19.85027313,324
小山田緑地,139.4146977,35.60197589,93.31999969,6.730535507,338
小山田緑地,139.4146987,35.60179562,92.91999817,4.601913929,330
小山田緑地,139.4146996,35.60161534,92.51999664,0.72083509,234
小山田緑地,139.4147006,35.60143507,90.91999817,11.73830795,119
小山田緑地,139.4147015,35.6012548,94.01999664,8.649787903,185
小山田緑地,139.4147024,35.60107453,93.31999969,10.34391689,215
小山田緑地,139.4147034,35.60089426,93.51999664,7.360608101,182
小山田緑地,139.4147043,35.60071398,93.51999664,25.02626991,142
小山田緑地,139.4147053,35.60053371,99.31999969,30.8905735,171
小山田緑地,139.4147062,35.60035344,100.3199997,31.61754417,153
小山田緑地,139.4147071,35.60017317,103.1200027,20.91438866,219
小山田緑地,139.4147081,35.5999929,96.72000122,7.110547543,186
小山田緑地,139.414709,35.59981262,99.72000122,26.88537788,174
小山田緑地,139.4147099,35.59963235,98.22000122,43.499897,186
小山田緑地,139.4147109,35.59945208,97.91999817,26.06536865,193
小山田緑地,139.4147118,35.59927181,89.12000275,11.91894913,171
小山田緑地,139.4149166,35.6023372,94.31999969,1.261806011,313
小山田緑地,139.4149175,35.60215693,94.01999664,1.943447709,287
小山田緑地,139.4149185,35.60197665,93.22000122,1.722834349,251
小山田緑地,139.4149194,35.60179638,93.01999664,0.734722793,219
小山田緑地,139.4149204,35.60161611,92.12000275,12.08904552,140
小山田緑地,139.4149213,35.60143584,103.5199966,22.03754807,139
小山田緑地,139.4149222,35.60125557,104.7200012,30.51291084,209
小山田緑地,139.4149232,35.60107529,99.62000275,27.13604736,176
小山田緑地,139.4149241,35.60089502,98.41999817,22.30818558,183
小山田緑地,139.414925,35.60071475,103.7200012,26.39622879,129
小山田緑地,139.414926,35.60053448,107.2200012,26.72708702,175
小山田緑地,139.4149269,35.60035421,109.8199997,9.057556152,157
小山田緑地,139.4149279,35.60017393,106.2200012,14.56571293,257
小山田緑地,139.4149288,35.59999366,103.0199966,18.46558571,175
小山田緑地,139.4149297,35.59981339,106.4199982,13.46021557,89
小山田緑地,139.4149307,35.59963312,107.8199997,4.082072735,276
小山田緑地,139.4149316,35.59945285,103.8199997,21.0744915,219
小山田緑地,139.4149325,35.59927257,102.1200027,34.52540207,163
小山田緑地,139.4149335,35.5990923,106.0199966,26.2962265,179
小山田緑地,139.4149344,35.59891203,106.2200012,25.06366348,177
小山田緑地,139.4151345,35.60287878,95.81999969,15.85996151,334
小山田緑地,139.4151355,35.60269851,95.51999664,0.918452799,242
小山田緑地,139.4151364,35.60251824,95.41999817,1.28557539,219
小山田緑地,139.4151373,35.60233796,95.01999664,6.911033154,200
小山田緑地,139.4151383,35.60215769,95.31999969,28.33689499,150
小山田緑地,139.4151392,35.60197742,98.22000122,33.0854454,174
小山田緑地,139.4151401,35.60179715,100.8199997,27.17851448,185
小山田緑地,139.4151411,35.60161688,95.51999664,8.376193047,204
小山田緑地,139.415142,35.6014366,105.0199966,29.74338722,74
小山田緑地,139.415143,35.60125633,111.6200027,9.637001991,118
小山田緑地,139.4151439,35.60107606,108.4199982,21.43787003,231
小山田緑地,139.4151448,35.60089579,102.8199997,13.61234665,193
小山田緑地,139.4151458,35.60071552,104.0199966,8.752210617,113
小山田緑地,139.4151467,35.60053524,109.6200027,10.18341827,11
小山田緑地,139.4151476,35.60035497,105.9199982,31.27864456,333
小山田緑地,139.4151486,35.6001747,99.22000122,35.63474655,328
小山田緑地,139.4151495,35.59999443,95.22000122,28.07907104,347
小山田緑地,139.4151505,35.59981416,98.12000275,30.45547485,355
小山田緑地,139.4151514,35.59963388,95.72000122,33.88719177,33
小山田緑地,139.4151523,35.59945361,105.6200027,22.9698391,16
小山田緑地,139.4151533,35.59927334,103.4199982,37.82858658,356
小山田緑地,139.4151542,35.59909307,107.9199982,27.23415756,37
小山田緑地,139.4151551,35.5989128,108.5199966,11.57599735,269
小山田緑地,139.4153543,35.60305982,96.41999817,1.881765008,292
小山田緑地,139.4153552,35.60287955,95.72000122,0.551036358,219
小山田緑地,139.4153562,35.60269927,95.51999664,6.064507484,169
小山田緑地,139.4153571,35.602519,97.01999664,18.48360443,156
小山田緑地,139.4153581,35.60233873,97.51999664,9.055768013,184
小山田緑地,139.415359,35.60215846,103.7200012,30.00965691,124
小山田緑地,139.4153599,35.60197819,108.4199982,24.56316376,163
小山田緑地,139.4153609,35.60179791,108.2200012,19.91573524,213
小山田緑地,139.4153618,35.60161764,99.91999817,29.0001564,221
小山田緑地,139.4153627,35.60143737,99.51999664,25.59142113,55
小山田緑地,139.4153637,35.6012571,108.2200012,26.80450439,42
小山田緑地,139.4153646,35.60107683,112.0199966,7.243974209,42
小山田緑地,139.4153656,35.60089655,109.2200012,20.71289825,222
小山田緑地,139.4153665,35.60071628,108.5199966,18.42552376,161
小山田緑地,139.4153674,35.60053601,108.8199997,19.40653801,260
小山田緑地,139.4153684,35.60035574,96.72000122,25.15274048,266
小山田緑地,139.4153693,35.60017547,91.81999969,12.08655167,257
小山田緑地,139.4153702,35.59999519,88.41999817,3.636816025,301
小山田緑地,139.4153712,35.59981492,87.72000122,4.905378819,22
小山田緑地,139.4153721,35.59963465,90.01999664,26.48248482,34
小山田緑地,139.4153731,35.59945438,94.81999969,28.2446022,66
小山田緑地,139.415374,35.59927411,92.22000122,15.98767948,14
小山田緑地,139.4153749,35.59909383,102.1200027,32.34175491,88
小山田緑地,139.4153759,35.59891356,106.6200027,12.67929745,16
小山田緑地,139.4155741,35.60324085,96.81999969,2.987196445,178
小山田緑地,139.415575,35.60306058,96.81999969,3.287128448,174
小山田緑地,139.415576,35.60288031,100.0199966,15.05323982,118
小山田緑地,139.4155769,35.60270004,100.9199982,9.669395447,155
小山田緑地,139.4155779,35.60251977,101.7200012,25.71079254,186
小山田緑地,139.4155788,35.6023395,103.1200027,18.36484718,165
小山田緑地,139.4155797,35.60215922,112.3199997,37.16427994,132
小山田緑地,139.4155807,35.60197895,116.1200027,15.90380764,197
小山田緑地,139.4155816,35.60179868,111.7200012,21.06370544,262
小山田緑地,139.4155825,35.60161841,105.2200012,21.08463478,251
小山田緑地,139.4155835,35.60143814,100.4199982,13.70586777,176
小山田緑地,139.4155844,35.60125786,101.8199997,11.15884113,152
小山田緑地,139.4155854,35.60107759,104.6200027,20.3986702,76
小山田緑地,139.4155863,35.60089732,114.0199966,7.911290169,111
小山田緑地,139.4155872,35.60071705,106.8199997,37.22273254,323
小山田緑地,139.4155882,35.60053678,103.7200012,37.85789108,359
小山田緑地,139.4155891,35.6003565,101.9199982,31.53388214,351
小山田緑地,139.41559,35.60017623,97.12000275,30.23043823,356
小山田緑地,139.415591,35.59999596,94.62000275,33.15659714,211
小山田緑地,139.4155919,35.59981569,89.91999817,26.12717056,201
小山田緑地,139.4155928,35.59963542,86.22000122,7.378194332,315
小山田緑地,139.4155938,35.59945514,90.51999664,32.05500031,17
小山田緑地,139.4155947,35.59927487,87.91999817,12.65711212,77
小山田緑地,139.4155957,35.5990946,97.72000122,17.82600784,71
小山田緑地,139.4155966,35.59891433,100.2200012,23.14884377,43
小山田緑地,139.4157939,35.60342189,97.62000275,0.720861435,54
小山田緑地,139.4157948,35.60324162,97.31999969,1.979357958,130
小山田緑地,139.4157958,35.60306135,97.72000122,7.306077003,146
小山田緑地,139.4157967,35.60288108,103.0199966,11.77433109,168
小山田緑地,139.4157977,35.6027008,104.4199982,13.6940136,147
小山田緑地,139.4157986,35.60252053,108.5199966,17.72023392,122
小山田緑地,139.4157995,35.60234026,110.8199997,31.03872681,183
小山田緑地,139.4158005,35.60215999,118.1200027,30.56553078,129
小山田緑地,139.4158014,35.60197972,119.4199982,17.16418266,243
小山田緑地,139.4158023,35.60179944,113.5199966,19.58164024,222
小山田緑地,139.4158033,35.60161917,109.9199982,21.41589165,216
小山田緑地,139.4158042,35.6014389,107.0199966,20.62342262,168
小山田緑地,139.4158051,35.60125863,109.9199982,28.38274193,143
小山田緑地,139.4158061,35.60107836,112.0199966,26.47026825,176
小山田緑地,139.415807,35.60089808,106.2200012,35.09205246,326
小山田緑地,139.415808,35.60071781,102.5199966,32.48825455,270
小山田緑地,139.4158089,35.60053754,91.91999817,15.24281979,295
小山田緑地,139.4158098,35.60035727,89.72000122,15.35288239,340
小山田緑地,139.4158108,35.600177,87.12000275,10.85226154,307
小山田緑地,139.4158117,35.59999672,86.01999664,23.08540726,24
小山田緑地,139.4158126,35.59981645,94.12000275,22.08786964,36
小山田緑地,139.4158136,35.59963618,90.62000275,32.02540207,229
小山田緑地,139.4158145,35.59945591,83.81999969,2.84906888,32
小山田緑地,139.4158154,35.59927564,94.51999664,4.788346291,116
小山田緑地,139.4158164,35.59909536,90.91999817,14.12239647,25
小山田緑地,139.4158173,35.59891509,97.22000122,20.19003105,87
小山田緑地,139.4160109,35.60414374,98.62000275,2.704056263,305
小山田緑地,139.4160118,35.60396347,98.22000122,1.334449887,149
小山田緑地,139.4160128,35.6037832,98.31999969,2.196930408,205
小山田緑地,139.4160137,35.60360293,97.51999664,0.367366672,141
小山田緑地,139.4160146,35.60342266,100.3199997,26.23211479,146
小山田緑地,139.4160156,35.60324238,102.5199966,13.1131115,149
小山田緑地,139.4160165,35.60306211,104.6200027,31.2416954,171
小山田緑地,139.4160175,35.60288184,108.9199982,17.04797935,204
小山田緑地,139.4160184,35.60270157,109.2200012,10.68636417,155
小山田緑地,139.4160193,35.6025213,111.1200027,10.26296616,138
小山田緑地,139.4160203,35.60234102,117.8199997,22.71940041,113
小山田緑地,139.4160212,35.60216075,124.7200012,18.42655373,154
小山田緑地,139.4160221,35.60198048,123.6200027,27.19887352,216
小山田緑地,139.4160231,35.60180021,120.2200012,22.0555172,177
小山田緑地,139.416024,35.60161994,117.2200012,29.92113113,228
小山田緑地,139.4160249,35.60143967,112.4199982,17.46782684,164
小山田緑地,139.4160259,35.60125939,117.6200027,27.8806324,137
小山田緑地,139.4160268,35.60107912,118.4199982,32.52977753,258
小山田緑地,139.4160277,35.60089885,105.3199997,26.48241234,251
小山田緑地,139.4160287,35.60071858,96.31999969,10.00047779,235
小山田緑地,139.4160296,35.60053831,92.22000122,11.2277956,207
小山田緑地,139.4160306,35.60035803,93.41999817,32.34446335,200
小山田緑地,139.4160315,35.60017776,87.72000122,24.98575783,193
小山田緑地,139.4160324,35.59999749,85.41999817,16.5716362,205
小山田緑地,139.4160334,35.59981722,84.62000275,19.22622871,50
小山田緑地,139.4160343,35.59963695,91.31999969,13.48729134,298
小山田緑地,139.4160352,35.59945667,83.51999664,0.569060087,180
小山田緑地,139.4160362,35.5992764,86.31999969,27.12771225,311
小山田緑地,139.4160371,35.59909613,89.62000275,25.87259102,47
小山田緑地,139.416038,35.59891586,92.91999817,20.91320229,67
小山田緑地,139.4162316,35.60414451,98.81999969,8.056708336,181
小山田緑地,139.4162326,35.60396424,99.22000122,1.138004422,180
小山田緑地,139.4162335,35.60378396,99.31999969,14.95090008,130
小山田緑地,139.4162344,35.60360369,104.8199997,15.14127254,145
小山田緑地,139.4162354,35.60342342,106.0199966,16.49138832,176
小山田緑地,139.4162363,35.60324315,108.0199966,22.6396904,139
小山田緑地,139.4162372,35.60306288,114.2200012,24.13716507,147
小山田緑地,139.4162382,35.6028826,116.3199997,21.95493126,202
小山田緑地,139.4162391,35.60270233,113.7200012,15.80527496,180
小山田緑地,139.4162401,35.60252206,115.4199982,17.77131844,137
小山田緑地,139.416241,35.60234179,121.4199982,19.90203476,116
小山田緑地,139.4162419,35.60216152,130.1199951,11.72680855,132
小山田緑地,139.4162429,35.60198125,130.9199982,9.801096916,192
小山田緑地,139.4162438,35.60180097,128.4199982,15.95765305,229
小山田緑地,139.4162447,35.6016207,123.3199997,17.85569382,225
小山田緑地,139.4162457,35.60144043,120.6200027,24.19774628,170
小山田緑地,139.4162466,35.60126016,124.4199982,16.09326744,137
小山田緑地,139.4162475,35.60107989,120.6200027,42.95978546,248
小山田緑地,139.4162485,35.60089961,105.5199966,32.83398056,227
小山田緑地,139.4162494,35.60071934,101.7200012,35.70148468,183
小山田緑地,139.4162503,35.60053907,102.1200027,30.19599152,183
小山田緑地,139.4162513,35.6003588,101.9199982,12.54356575,247
小山田緑地,139.4162522,35.60017853,97.22000122,11.44235039,252
小山田緑地,139.4162588,35.59891662,98.01999664,3.777034521,53
小山田緑地,139.4164561,35.60342418,111.4199982,12.20532608,160
小山田緑地,139.416457,35.60324391,113.6200027,17.94655991,132
小山田緑地,139.416458,35.60306364,119.1200027,14.35326385,103
小山田緑地,139.4164589,35.60288337,123.4199982,10.76525879,156
小山田緑地,139.4164599,35.6027031,121.8199997,26.37540817,194
小山田緑地,139.4164608,35.60252282,122.4199982,28.23902893,155
小山田緑地,139.4164617,35.60234255,127.9199982,28.41727638,159
小山田緑地,139.4164627,35.60216228,132.9199982,1.568851829,176
小山田緑地,139.4164655,35.60162146,129.2200012,11.73284531,234
小山田緑地,139.4164664,35.60144119,125.5199966,8.035124779,170
小山田緑地,139.4164673,35.60126092,125.8199997,8.097436905,287
小山田緑地,139.4164683,35.60108065,120.6200027,23.14829636,311
小山田緑地,139.4164692,35.60090038,111.6200027,36.04939651,299
小山田緑地,139.4164701,35.60072011,102.5199966,28.00148964,358
小山田緑地,139.4164711,35.60053983,103.3199997,37.17598724,347
小山田緑地,139.416472,35.60035956,103.7200012,18.42362595,3
小山田緑地,139.4164729,35.60017929,102.1200027,17.69711113,200
小山田緑地,139.4166871,35.60144196,129.3200073,10.96371937,179
小山田緑地,139.4166881,35.60126168,126.1200027,26.19842148,283
小山田緑地,139.416689,35.60108141,117.7200012,21.27543831,269
小山田緑地,139.4166899,35.60090114,108.2200012,29.99759293,266
小山田緑地,139.4166909,35.60072087,97.31999969,20.19645882,255
小山田緑地,139.4166918,35.6005406,92.51999664,10.69888401,279
小山田緑地,139.4166927,35.60036032,90.12000275,11.02764034,14
小山田緑地,139.4166937,35.60018005,100.8199997,36.79032516,49
小山田緑地,139.4166946,35.59999978,99.12000275,19.70309258,310
小山田緑地,139.4169079,35.60144272,127.5199966,35.11830902,289
小山田緑地,139.4169088,35.60126245,114.7200012,31.4318676,296
小山田緑地,139.4169097,35.60108218,106.5199966,33.5410347,329
小山田緑地,139.4169107,35.6009019,102.9199982,35.92054367,352
小山田緑地,139.4169116,35.60072163,101.5199966,34.08625793,330
小山田緑地,139.4169125,35.60054136,97.22000122,27.51945114,293
小山田緑地,139.4169135,35.60036109,88.51999664,3.668611526,321
小山田緑地,139.4169144,35.60018082,91.41999817,24.75689316,29
小山田緑地,139.4171286,35.60144348,125.4199982,23.89019394,309
小山田緑地,139.4171295,35.60126321,114.2200012,39.68954468,253
小山田緑地,139.4171305,35.60108294,102.6200027,19.72786522,264
小山田緑地,139.4171314,35.60090267,97.51999664,15.11218071,254
小山田緑地,139.4171323,35.60072239,92.62000275,9.230414391,246
小山田緑地,139.4171333,35.60054212,89.62000275,4.629456997,282
小山田緑地,139.4171342,35.60036185,88.41999817,3.731755972,255
小山田緑地,139.4173484,35.60162452,131.7200012,32.06976318,305
小山田緑地,139.4173493,35.60144424,121.1200027,37.28012848,289
小山田緑地,139.4173502,35.60126397,109.3199997,29.92246437,341
小山田緑地,139.4173512,35.6010837,108.6200027,28.08348274,355
小山田緑地,139.4173521,35.60090343,107.4199982,17.66657257,207
小山田緑地,139.417353,35.60072316,104.3199997,36.30968094,185
小山田緑地,139.417354,35.60054288,95.41999817,37.52903748,204
小山田緑地,139.4175682,35.60180555,132.3200073,19.36953926,328
小山田緑地,139.4175691,35.60162528,127.9199982,25.24725723,278
小山田緑地,139.41757,35.60144501,117.6200027,26.76285362,323
小山田緑地,139.417571,35.60126473,106.4199982,21.46333694,262
小山田緑地,139.4175719,35.60108446,101.9199982,13.41815281,280
小山田緑地,139.4175728,35.60090419,97.81999969,10.99401665,350
小山田緑地,139.4175738,35.60072392,100.6200027,35.95840454,35
小山田緑地,139.4177889,35.60180631,128.7200012,23.91816711,285
小山田緑地,139.4177898,35.60162604,122.0199966,25.53952217,307
小山田緑地,139.4177908,35.60144577,115.3199997,27.25452042,339
小山田緑地,139.4177917,35.6012655,107.8199997,17.59626961,262
小山田緑地,139.4180087,35.60198734,134.1199951,9.959533691,291
小山田緑地,139.4180096,35.60180707,126.6200027,35.15253067,275
小山田緑地,139.4102869,35.60123938,95.61000061,4.311087608,207
小山田緑地,139.4105067,35.60142043,96.20999908,0.576686859,234
小山田緑地,139.4105076,35.60124016,98.72000122,22.20628357,179
小山田緑地,139.4105086,35.60105989,95.51999664,3.201338768,188
小山田緑地,139.410717,35.60340419,115.8099976,3.213405609,283
小山田緑地,139.4107179,35.60322392,115.1100006,1.516545892,328
小山田緑地,139.4107189,35.60304365,113.1100006,10.16825867,280
小山田緑地,139.4107198,35.60286338,109.5100021,8.683886528,222
小山田緑地,139.4107208,35.60268311,107.0100021,12.88833714,330
小山田緑地,139.4107274,35.6014212,96.31999969,6.731890678,95
小山田緑地,139.4107284,35.60124093,103.5199966,12.75125027,229
小山田緑地,139.4107293,35.60106066,97.72000122,21.91757965,212
小山田緑地,139.4107303,35.60088039,97.31999969,8.079357147,90
小山田緑地,139.4109377,35.60340497,114.6200027,10.94412994,319
小山田緑地,139.4109387,35.6032247,112.0199966,16.8990078,333
小山田緑地,139.4109396,35.60304442,108.8199997,13.67871475,344
小山田緑地,139.4109406,35.60286415,109.0199966,17.25939178,345
小山田緑地,139.4109415,35.60268388,107.3199997,14.12409878,312
小山田緑地,139.4109425,35.60250361,104.2200012,3.599134445,351
小山田緑地,139.4109434,35.60232334,104.2200012,3.871327639,343
小山田緑地,139.4109453,35.60196279,103.4199982,33.28440475,348
小山田緑地,139.4109463,35.60178252,97.91999817,13.46626282,331
小山田緑地,139.4109472,35.60160225,98.51999664,14.03041744,149
小山田緑地,139.4109482,35.60142198,104.6200027,26.26881409,159
小山田緑地,139.4109491,35.60124171,108.5199966,20.81295204,211
小山田緑地,139.4109501,35.60106143,103.9199982,13.96247959,227
小山田緑地,139.410951,35.60088116,97.81999969,3.127387762,243
小山田緑地,139.4111613,35.60286493,105.7200012,11.61739349,200
小山田緑地,139.4111623,35.60268465,104.9199982,5.266120911,213
小山田緑地,139.4111632,35.60250438,104.4199982,1.261806011,227
小山田緑地,139.4111642,35.60232411,104.0199966,1.70672071,180
小山田緑地,139.4111651,35.60214384,104.0199966,21.57041931,197
小山田緑地,139.411166,35.60196357,101.9199982,11.29349422,194
小山田緑地,139.411167,35.60178329,104.3199997,29.95416451,188
小山田緑地,139.4111679,35.60160302,103.9199982,27.60064697,142
小山田緑地,139.4111689,35.60142275,114.4199982,24.26549339,145
小山田緑地,139.4111698,35.60124248,111.2200012,17.12998581,261
小山田緑地,139.4111708,35.60106221,106.6200027,14.77796173,283
小山田緑地,139.4111717,35.60088194,99.22000122,8.829458237,167
小山田緑地,139.4111727,35.60070166,99.12000275,7.567831516,188
小山田緑地,139.4113849,35.60232488,108.3199997,26.70356369,97
小山田緑地,139.4113858,35.60214461,109.8199997,18.49893951,225
小山田緑地,139.4113868,35.60196434,107.8199997,20.84259796,208
小山田緑地,139.4113877,35.60178407,109.0199966,13.74702168,147
小山田緑地,139.4113887,35.6016038,111.8199997,24.67287636,154
小山田緑地,139.4113896,35.60142352,118.4199982,10.74679947,214
小山田緑地,139.4113906,35.60124325,112.3199997,16.29342651,256
小山田緑地,139.4113915,35.60106298,109.1200027,18.23429871,213
小山田緑地,139.4113925,35.60088271,109.1200027,24.24899673,176
小山田緑地,139.4113934,35.60070244,109.0199966,25.62055206,182
小山田緑地,139.4113943,35.60052216,110.4199982,33.74081802,181
小山田緑地,139.4116056,35.60232566,108.2200012,17.46205521,92
小山田緑地,139.4116066,35.60214538,116.1200027,16.35025978,165
小山田緑地,139.4116075,35.60196511,110.9199982,14.80835915,195
小山田緑地,139.4116085,35.60178484,113.5199966,16.51408958,149
小山田緑地,139.4116094,35.60160457,118.2200012,23.33705139,144
小山田緑地,139.4116103,35.6014243,119.6200027,15.74086475,256
小山田緑地,139.4116113,35.60124403,114.6200027,13.52516842,224
小山田緑地,139.4116122,35.60106375,114.5199966,20.05488396,164
小山田緑地,139.4116132,35.60088348,115.7200012,20.28990364,174
小山田緑地,139.4116141,35.60070321,116.6200027,21.3498497,168
小山田緑地,139.4116151,35.60052294,117.8199997,17.50903893,173
小山田緑地,139.4118263,35.60232643,109.4199982,4.134168148,112
小山田緑地,139.4118273,35.60214616,118.8199997,22.09001732,92
小山田緑地,139.4118282,35.60196588,122.7200012,32.79507828,186
小山田緑地,139.4118292,35.60178561,120.9199982,26.52545166,181
小山田緑地,139.4118301,35.60160534,124.1200027,20.64669991,136
小山田緑地,139.4118311,35.60142507,120.7200012,18.41238403,244
小山田緑地,139.411832,35.6012448,118.2200012,18.48459816,174
小山田緑地,139.411833,35.60106453,119.8199997,1.793768167,284
小山田緑地,139.4118339,35.60088425,118.6200027,5.690709591,5
小山田緑地,139.4120471,35.6023272,110.6200027,22.09123993,153
小山田緑地,139.412048,35.60214693,119.1200027,17.68516731,93
小山田緑地,139.412049,35.60196666,126.5199966,22.07655334,90
小山田緑地,139.4120499,35.60178638,131.7200012,10.18931675,154
小山田緑地,139.4120509,35.60160611,129.5200043,20.53722954,298
小山田緑地,139.4120518,35.60142584,122.1200027,14.77770138,292
小山田緑地,139.4122678,35.60232797,118.8199997,14.36687183,144
小山田緑地,139.4122688,35.6021477,122.4199982,20.87368774,138
小山田緑地,139.4122697,35.60196743,127.6200027,14.78261662,114
小山田緑地,139.4122706,35.60178716,130.6199951,8.335400581,1
小山田緑地,139.4122716,35.60160688,122.9199982,27.99627113,312
小山田緑地,139.4124876,35.60250901,121.9199982,17.98805428,163
小山田緑地,139.4124885,35.60232874,124.2200012,13.81571198,146
小山田緑地,139.4124895,35.60214847,124.9199982,8.259980202,331
小山田緑地,139.4124904,35.6019682,124.9199982,28.20305061,5
小山田緑地,139.4124914,35.60178793,121.4199982,28.66807556,331
小山田緑地,139.4127064,35.60287033,123.3199997,7.420390606,194
小山田緑地,139.4127074,35.60269006,124.6200027,8.313532829,148
小山田緑地,139.4127083,35.60250979,125.9199982,6.352181911,146
小山田緑地,139.4127093,35.60232951,124.7200012,27.01153183,313
小山田緑地,139.4127102,35.60214924,115.1200027,24.2300415,313
小山田緑地,139.4129281,35.60269083,126.2200012,1.334449887,31
小山田緑地,139.4129291,35.60251056,126.2200012,19.31792259,289
小山田緑地,139.4091462,35.6082661,113.4100037,27.17469978,153
小山田緑地,139.4093622,35.60916824,129.3099976,12.77599716,193
小山田緑地,139.409366,35.60844715,110.7099991,23.11164856,100
小山田緑地,139.4095829,35.60916901,132.3099976,9.323534012,205
小山田緑地,139.4095867,35.60844793,115.1100006,36.84263611,118
小山田緑地,139.4095877,35.60826765,127.9100037,18.13734818,173
小山田緑地,139.4095886,35.60808738,122.4100037,25.82634163,251
